utc,pitch,10.96,9.87,8.88,7.99,7.19,6.47,5.83,5.24,4.72,4.25,3.82,3.44,3.1,2.79,2.51,2.26,type,peak,sum
2018-05-15 12:01:21.000,-14,0,0,2,10,34,132,388,685,293,103,21,1,0,0,0,0,n0,685,1669
2018-05-15 12:01:21.000,-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:21.000,-4,3,13,9,4,1,38,106,74,57,43,6,1,0,0,0,0,n0,106,355
2018-05-15 12:01:21.000,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,n0,1,1
2018-05-15 12:01:21.000,-14,0,1,0,4,33,137,350,614,239,78,15,0,0,0,0,0,i0,614,1471
2018-05-15 12:01:21.000,-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i0,0,0
2018-05-15 12:01:21.000,-4,10,7,6,2,13,50,92,71,59,34,6,1,0,0,0,0,i0,92,351
2018-05-15 12:01:21.000,21,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,i0,1,2
2018-05-15 12:01:22.000,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:22.000,-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:22.000,-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:22.000,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:22.000,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:22.000,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:22.000,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:22.000,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:22.000,4,0,0,0,0,0,0,6,29,25,8,1,0,0,0,0,0,n0,29,69
2018-05-15 12:01:22.000,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:22.000,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:22.000,9,0,0,0,0,1,1,2,22,41,38,5,1,0,0,0,0,n0,41,111
2018-05-15 12:01:22.000,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:22.000,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:22.000,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:22.000,-14,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,n0,3,4
2018-05-15 12:01:22.000,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:22.000,-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:22.000,-7,0,0,6,18,131,312,786,1705,1539,714,142,16,0,0,0,0,n0,1705,5369
2018-05-15 12:01:22.000,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:22.000,-6,2,2,3,16,46,110,213,449,326,140,32,5,0,0,0,0,n0,449,1344
2018-05-15 12:01:22.000,-25,0,0,0,0,0,0,13,64,12,6,4,0,0,0,0,0,n0,64,99
2018-05-15 12:01:22.000,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:22.000,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:22.000,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:22.000,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:22.000,-17,0,0,0,0,2,1,12,24,31,9,1,0,0,0,0,0,n0,31,80
2018-05-15 12:01:22.000,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:22.000,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:22.000,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:22.000,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:22.000,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:22.000,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:22.000,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,0,0
2018-05-15 12:01:22.000,-9,2,1,2,6,27,130,268,262,317,136,27,5,2,0,0,0,n0,317,1185
2018-05-15 12:01:22.000,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i0,0,0
2018-05-15 12:01:22.000,-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i0,0,0
2018-05-15 12:01:22.000,-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i0,0,0
2018-05-15 12:01:22.000,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i0,0,0
2018-05-15 12:01:22.000,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,i0,1,1
2018-05-15 12:01:22.000,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i0,0,0
